user_id,status,preferred_genres,preferred_artists,preferred_moods,preferred_tempo,recent_listening_level,recent_discovery_level,repeat_listening_ratio,new_artist_acceptance,personalization_strength,discovery_readiness,new_release_affinity
user_2309,success,"pop, acoustic",artist_m,,medium,medium,high,0.35,0.5,low,medium,low
user_2310,success,,artist_s,"night, energetic",slow,medium,low,0.84,0.78,high,high,low
user_2311,success,"rnb, ballad, indie","artist_n, artist_y","energetic, bright, night",slow,low,low,0.32,0.63,low,medium,high
user_2312,success,,,,slow,low,medium,0.64,0.29,medium,medium,low
user_2313,success,"indie, pop",artist_k,soft,slow,low,low,0.69,0.98,medium,high,high
user_2314,success,"pop, dance, indie, ballad","artist_p, artist_z","night, energetic, bright",slow,high,high,0.18,0.04,high,medium,high
user_2315,success,indie,"artist_i, artist_k, artist_v","bright, energetic",medium,high,high,0.15,0.29,high,high,high
user_2316,success,"pop, rnb, indie",,"energetic, soft, bright",medium,medium,high,0.76,0.84,low,high,high
user_2317,success,,artist_b,,fast,high,low,0.55,0.76,high,medium,medium
user_2318,success,"pop, ballad",,"bright, soft, night",slow,high,high,0.96,0.52,low,medium,medium
user_2319,success,"dance, indie","artist_u, artist_t",soft,medium,low,medium,0.05,0.75,medium,high,low
user_2320,success,"pop, indie, rnb","artist_s, artist_m, artist_g",,fast,high,low,0.56,0.7,low,low,high
user_2321,success,"pop, rnb, ballad","artist_u, artist_e, artist_i",,medium,medium,low,0.94,0.97,high,low,low
user_2322,success,"indie, dance","artist_u, artist_q",calm,fast,medium,medium,0.05,0.59,high,medium,low
user_2323,success,,"artist_s, artist_b, artist_k","bright, calm, soft",fast,low,low,0.65,0.4,medium,high,medium
user_2324,success,indie,"artist_b, artist_h, artist_q","bright, night",slow,low,high,0.37,0.47,high,low,high
user_2325,success,pop,artist_z,,medium,high,low,0.01,0.21,high,high,high
user_2326,success,"indie, dance, pop",,energetic,slow,low,high,0.34,0.04,high,low,low
user_2327,success,"indie, dance","artist_x, artist_b",,medium,medium,medium,0.03,0.27,high,high,high
user_2328,success,,"artist_y, artist_l","soft, bright",fast,low,medium,0.38,0.78,medium,medium,low
user_2329,success,rnb,,"bright, energetic",medium,medium,low,0.33,0.29,medium,high,high
user_2330,success,,artist_x,bright,fast,high,low,0.55,0.52,low,high,medium
user_2331,success,"rnb, pop, ballad",artist_d,"soft, calm",fast,high,low,0.93,0.16,medium,high,medium
user_2332,success,"acoustic, pop, dance",artist_v,"calm, bright",slow,medium,medium,0.03,0.15,high,medium,medium
user_2333,success,acoustic,artist_r,"energetic, calm",fast,high,high,0.81,0.72,low,medium,medium
user_2334,success,"indie, ballad","artist_d, artist_i","energetic, calm",medium,medium,medium,0.91,0.19,high,high,medium
user_2335,success,"acoustic, rnb, ballad, dance","artist_y, artist_r","night, energetic, soft",slow,high,medium,0.49,0.27,medium,low,medium
user_2336,success,"dance, acoustic, ballad, indie","artist_b, artist_f, artist_t",calm,slow,high,low,0.69,0.44,low,medium,low
user_2337,success,rnb,"artist_x, artist_z",calm,fast,high,high,0.08,0.97,medium,medium,high
user_2338,success,"acoustic, rnb, ballad","artist_q, artist_i",soft,slow,medium,high,0.32,0.22,low,high,low
user_2339,success,,,night,slow,medium,low,0.23,0.55,low,medium,medium
user_2340,success,acoustic,"artist_b, artist_s","night, calm",medium,low,high,0.49,0.91,medium,medium,low
user_2341,success,"dance, ballad, acoustic, pop","artist_w, artist_o","night, energetic, soft",fast,medium,high,0.84,0.87,low,low,low
user_2342,success,"ballad, indie",artist_j,,slow,low,high,0.8,0.12,high,low,medium
user_2343,success,pop,"artist_d, artist_q",calm,fast,low,high,0.94,0.62,medium,high,low
user_2344,success,"pop, rnb, acoustic, indie",artist_w,"calm, night, energetic",medium,low,medium,0.7,0.78,medium,medium,low
user_2345,success,"indie, rnb",artist_p,,slow,medium,low,0.58,0.29,high,low,medium
user_2346,success,"indie, acoustic","artist_t, artist_n, artist_p","soft, bright",fast,high,medium,0.16,0.67,medium,medium,low
user_2347,success,acoustic,"artist_y, artist_d, artist_t","bright, night, soft",slow,medium,low,0.94,0.04,low,low,high
user_2348,success,,artist_h,"calm, bright, soft",fast,medium,medium,0.48,0.25,medium,high,low
user_2349,success,,artist_v,"night, calm",slow,high,medium,0.26,0.09,low,high,medium
user_2350,success,"pop, acoustic, indie, ballad","artist_l, artist_i, artist_y",night,fast,medium,high,0.76,0.48,low,medium,low
user_2351,success,"ballad, dance",artist_d,"night, bright",slow,medium,medium,0.08,0.54,high,medium,low
user_2352,success,"rnb, dance","artist_i, artist_m",,fast,low,medium,0.46,0.08,low,low,high
user_2353,success,rnb,"artist_k, artist_o, artist_v",bright,slow,medium,low,0.24,0.43,high,low,low
user_2354,success,,"artist_l, artist_u",calm,slow,high,medium,0.37,0.44,medium,medium,high
user_2355,success,"indie, acoustic",,calm,slow,high,high,0.65,0.14,low,medium,medium
user_2356,success,"dance, rnb","artist_a, artist_o","calm, energetic, night",fast,low,low,0.96,0.23,medium,low,low
user_2357,success,,,"bright, soft",fast,high,medium,0.03,0.87,high,medium,low
user_2358,success,"ballad, rnb, pop, acoustic",artist_j,"calm, energetic",fast,low,high,0.54,0.66,medium,medium,low
user_2359,success,"indie, ballad, rnb, dance","artist_l, artist_i, artist_b",night,medium,high,medium,0.41,0.28,low,medium,high
user_2360,success,,"artist_c, artist_x, artist_q",,slow,medium,high,0.47,0.39,low,low,medium
user_2361,success,"ballad, indie",artist_q,"night, energetic, calm",slow,medium,high,0.24,0.36,low,medium,medium
user_2362,success,"ballad, acoustic, rnb",,,slow,low,high,0.77,0.86,high,low,medium
user_2363,success,indie,artist_i,energetic,medium,high,medium,0.27,0.07,low,low,low
user_2364,success,"dance, indie",,"energetic, night, soft",medium,high,high,0.02,0.26,high,high,medium
user_2365,success,"dance, ballad, rnb, acoustic",artist_u,,fast,medium,medium,0.46,0.79,medium,high,medium
user_2366,success,"pop, acoustic, dance",,"bright, calm",slow,medium,medium,0.72,0.46,medium,low,low
user_2367,success,"ballad, rnb, pop, dance",artist_g,,fast,medium,medium,0.18,0.02,high,high,high
user_2368,success,"pop, indie, acoustic",artist_p,calm,medium,low,low,0.22,0.98,low,high,high
user_2369,success,pop,"artist_d, artist_k",soft,slow,low,high,0.31,0.64,high,medium,high
user_2370,success,rnb,,,fast,high,low,0.97,0.15,low,low,low
user_2371,success,"ballad, rnb, dance, indie","artist_l, artist_o, artist_a",soft,fast,medium,low,0.43,0.52,high,high,low
user_2372,success,,"artist_k, artist_i, artist_s","calm, energetic",slow,low,medium,0.63,0.26,high,low,medium
user_2373,success,"rnb, dance, ballad, pop","artist_e, artist_m, artist_r",energetic,medium,high,medium,0.36,0.06,medium,medium,high
user_2374,success,"rnb, dance, pop, indie","artist_c, artist_l, artist_g",bright,slow,high,low,0.27,0.1,medium,medium,medium
user_2375,success,"rnb, pop, indie","artist_q, artist_y","energetic, bright",slow,medium,medium,0.01,0.28,low,low,high
user_2376,success,ballad,"artist_o, artist_c, artist_m",soft,fast,low,medium,0.9,0.96,low,low,medium
user_2377,success,"indie, ballad",,soft,fast,medium,low,0.68,0.54,low,medium,high
user_2378,success,"rnb, indie",,bright,medium,medium,high,0.75,0.4,low,low,high
user_2379,success,"indie, acoustic","artist_n, artist_z","energetic, calm",fast,high,low,0.66,0.38,low,medium,medium
user_2380,success,"acoustic, rnb, ballad, pop","artist_e, artist_b, artist_f",,fast,medium,low,0.17,0.26,low,high,low
user_2381,success,pop,,bright,medium,high,high,0.37,0.41,medium,medium,high
user_2382,success,dance,"artist_f, artist_n, artist_e","soft, night, bright",medium,high,low,0.86,0.18,high,high,medium
user_2383,success,"ballad, acoustic, rnb","artist_z, artist_o","soft, bright",medium,medium,low,0.8,0.52,medium,medium,medium
user_2384,success,"pop, ballad",artist_b,"energetic, night",fast,low,low,0.76,0.82,high,low,medium
user_2385,success,"ballad, indie, rnb, acoustic",,,medium,low,medium,0.82,0.96,low,low,medium
user_2386,success,,"artist_x, artist_n",,slow,low,low,0.03,0.13,high,medium,low
user_2387,success,,"artist_p, artist_t",calm,slow,low,high,0.62,0.73,medium,high,high
user_2388,success,"indie, dance",,,fast,high,high,0.42,0.43,medium,medium,medium
user_2389,success,"pop, rnb",artist_o,,medium,medium,low,0.74,0.27,high,low,low
user_2390,success,"indie, ballad, acoustic, dance","artist_u, artist_v","soft, night",fast,low,low,0.81,0.71,medium,low,low
user_2391,success,"rnb, pop, acoustic","artist_b, artist_s, artist_t","soft, calm, night",slow,medium,low,0.28,0.97,medium,medium,low
user_2392,success,pop,,bright,medium,medium,low,0.61,0.2,medium,low,medium
user_2393,success,"ballad, rnb, indie, pop",,"bright, calm, energetic",slow,high,low,0.93,0.04,low,high,medium
user_2394,success,"ballad, rnb, acoustic, pop",,bright,slow,medium,high,0.8,0.24,medium,high,low
user_2395,success,,,,fast,high,high,0.95,0.27,low,high,medium
user_2396,success,"rnb, dance, pop",artist_u,"calm, night",slow,medium,medium,0.1,0.86,low,low,medium
user_2397,success,,artist_o,calm,fast,medium,medium,0.84,0.72,high,medium,high
user_2398,success,"rnb, ballad, pop",artist_d,"night, energetic, calm",slow,high,low,0.58,0.24,medium,high,medium
user_2399,success,"acoustic, pop, ballad","artist_k, artist_z",soft,medium,low,medium,0.02,0.81,low,medium,low
user_2400,success,"ballad, dance",,calm,fast,high,low,0.69,0.9,low,low,medium
user_2401,success,rnb,artist_e,night,slow,low,low,0.86,0.58,high,low,low
user_2402,success,"pop, ballad, indie",artist_h,"calm, night, soft",medium,medium,low,0.62,0.7,medium,high,medium
user_2403,success,"pop, indie, dance",artist_f,"soft, night, energetic",slow,high,high,1,0.02,medium,medium,medium
user_2404,success,"ballad, indie, acoustic","artist_b, artist_l, artist_y",calm,slow,low,medium,0.15,0.75,medium,low,high
user_2405,success,,artist_s,"energetic, bright",slow,low,medium,0.56,0.37,medium,low,medium
user_2406,success,rnb,,"bright, night, energetic",medium,medium,high,0.43,0.14,medium,medium,medium
user_2407,success,indie,"artist_e, artist_s",,fast,low,low,0.81,0.84,high,low,high
user_2408,success,"dance, ballad","artist_d, artist_p, artist_j",soft,fast,low,high,0.64,0.07,medium,medium,medium
user_2409,success,"dance, indie, rnb, acoustic","artist_d, artist_e, artist_c",,fast,low,low,0.08,0.02,high,low,high
user_2410,success,"rnb, acoustic, indie, pop","artist_c, artist_o, artist_f",soft,medium,high,high,0.52,0.51,medium,medium,medium
user_2411,success,"rnb, dance, ballad, indie","artist_m, artist_z",soft,fast,low,medium,0.94,0.41,low,high,low
user_2412,success,"indie, acoustic, rnb",,"bright, calm",fast,high,high,0.63,0.41,high,high,low
user_2413,success,"ballad, acoustic, dance","artist_w, artist_a, artist_g",,fast,medium,medium,0.81,0.12,low,high,low
user_2414,success,dance,artist_t,,medium,low,high,0.3,0.14,high,high,medium
user_2415,success,"rnb, pop, dance, indie","artist_q, artist_s",energetic,fast,low,low,0.22,0.18,low,low,high
user_2416,success,"rnb, dance, acoustic",,"calm, soft",fast,low,low,0.76,0.19,medium,low,medium
user_2417,success,"pop, ballad","artist_m, artist_h","calm, night, bright",fast,high,low,0.3,0.52,high,medium,low
user_2418,success,,,night,medium,high,high,0.44,0.79,high,medium,low
user_2419,success,"pop, acoustic","artist_x, artist_u","bright, energetic",slow,low,medium,0.8,0.76,low,medium,medium
user_2420,success,ballad,,night,medium,low,low,0.84,0.66,high,high,high
user_2421,success,,"artist_s, artist_j, artist_q",energetic,slow,high,low,0.92,0.09,medium,high,low
user_2422,success,"ballad, dance, indie","artist_p, artist_e, artist_v",,slow,medium,high,0.45,0.28,medium,high,high
user_2423,success,"pop, dance, ballad","artist_t, artist_i","energetic, night",fast,medium,high,0.37,0.03,medium,low,medium
user_2424,success,pop,"artist_b, artist_j",,medium,low,low,0.9,0.63,medium,medium,high
user_2425,success,ballad,artist_u,energetic,slow,high,medium,0.36,0.94,medium,high,low
user_2426,success,"pop, dance, acoustic",artist_e,bright,fast,high,low,0.99,0.78,medium,low,low
user_2427,success,,,,slow,high,high,0.34,0.1,low,high,low
user_2428,success,"indie, pop","artist_x, artist_u, artist_h","soft, night",medium,low,low,0.54,0.15,high,low,medium
user_2429,success,"ballad, dance, acoustic, indie",artist_n,"soft, calm, energetic",fast,low,medium,0.12,0.21,medium,high,medium
user_2430,success,"acoustic, dance","artist_x, artist_j","calm, night",fast,low,high,0.26,0.26,low,low,low
user_2431,success,"acoustic, ballad","artist_l, artist_i, artist_o","bright, calm",slow,medium,medium,0.67,0.6,high,medium,low
user_2432,success,,artist_i,energetic,slow,medium,low,0.01,0.73,low,medium,medium
user_2433,success,rnb,"artist_t, artist_v, artist_e",,slow,low,high,0.38,0.8,high,medium,high
user_2434,success,"indie, pop, rnb",,bright,fast,medium,medium,0.88,0.52,low,medium,high
user_2435,success,acoustic,,,slow,medium,medium,0.41,0.18,medium,low,low
user_2436,success,"acoustic, ballad",,soft,slow,medium,high,0.57,0.13,high,medium,high
user_2437,success,dance,artist_d,"calm, soft, energetic",slow,medium,low,0.39,0.8,medium,low,medium
user_2438,success,ballad,"artist_n, artist_a, artist_r",calm,fast,medium,medium,0.58,0.29,medium,medium,high
user_2439,success,rnb,artist_g,"soft, energetic",fast,low,low,0.21,0.52,high,high,medium
user_2440,success,"acoustic, rnb, indie, dance","artist_f, artist_p, artist_a","bright, calm, energetic",fast,low,medium,0.39,0.31,medium,medium,high
user_2441,success,ballad,"artist_u, artist_j",,medium,low,high,0.93,0.6,low,medium,low
user_2442,success,rnb,"artist_c, artist_o","bright, soft",slow,low,low,0.76,0.4,low,low,medium
user_2443,success,"rnb, dance, pop, acoustic",,"bright, energetic",slow,medium,low,0.43,0.27,medium,low,low
user_2444,success,"pop, acoustic, ballad",,night,fast,medium,medium,0.67,0.07,high,medium,medium
user_2445,success,,artist_e,,medium,low,medium,0.64,0.28,high,high,medium
user_2446,success,indie,artist_a,,fast,low,medium,0.83,0.6,medium,low,high
user_2447,success,,,bright,medium,low,high,0.29,0.26,high,low,low
user_2448,success,"acoustic, dance, rnb",artist_b,"bright, night",slow,low,high,0.35,0.49,low,low,high
user_2449,success,"acoustic, indie, ballad",,"calm, night, bright",fast,high,medium,0.84,0.69,high,medium,low
user_2450,success,ballad,artist_m,energetic,medium,low,high,0.15,0.24,medium,high,high
user_2451,success,,"artist_v, artist_x",night,medium,low,low,0.85,0.05,low,medium,high
user_2452,success,dance,"artist_e, artist_t",energetic,medium,medium,high,0.55,0.24,low,high,low
user_2453,success,"ballad, dance, pop","artist_y, artist_h, artist_v","bright, energetic",slow,medium,medium,0.61,0.58,medium,high,medium
user_2454,success,"rnb, dance, ballad","artist_w, artist_r","night, soft",medium,low,high,0.83,0.32,medium,high,high
user_2455,success,pop,,"soft, calm",medium,high,high,0.41,0.93,high,low,medium
user_2456,success,dance,"artist_e, artist_j",,slow,medium,low,0.55,0.8,high,high,high
user_2457,success,,artist_t,"energetic, calm, night",slow,low,low,0.36,0.13,low,medium,low
user_2458,success,,artist_k,,slow,medium,low,0.69,0.55,high,low,low
user_2459,success,"rnb, indie, acoustic",artist_x,energetic,fast,medium,medium,0.14,0.48,high,high,high
user_2460,success,,"artist_t, artist_d, artist_r",energetic,slow,medium,high,0.05,0.91,medium,high,low
user_2461,success,,,"bright, calm",slow,high,low,0.98,0.91,high,low,low
user_2462,success,"dance, ballad","artist_l, artist_b, artist_r","bright, soft",medium,high,high,0.19,0.62,low,medium,low
user_2463,success,,"artist_m, artist_s",,slow,high,low,0.48,0.59,medium,low,medium
user_2464,success,"rnb, acoustic, dance",artist_l,energetic,medium,low,medium,0.24,0.97,low,low,high
user_2465,success,rnb,,"calm, energetic, soft",medium,high,medium,0.06,0.93,high,high,medium
user_2466,success,pop,artist_z,energetic,slow,low,high,0.47,0.49,high,high,high
user_2467,success,indie,"artist_y, artist_h, artist_p","bright, soft, energetic",slow,high,medium,0.46,0.63,medium,medium,low
user_2468,success,"ballad, rnb","artist_y, artist_g","bright, soft",medium,low,medium,0.94,0.52,low,low,medium
user_2469,success,ballad,"artist_j, artist_m, artist_d",night,slow,low,low,0.13,0.01,low,medium,low
user_2470,success,rnb,"artist_h, artist_g, artist_v",,medium,medium,medium,0.77,0.49,medium,high,low
user_2471,success,,,,fast,medium,low,0.52,0.39,high,medium,high
user_2472,success,"acoustic, indie, pop","artist_s, artist_c, artist_r",soft,slow,low,medium,0.81,0.89,low,high,medium
user_2473,success,,"artist_c, artist_j","bright, soft",fast,low,medium,0.18,0.58,low,low,medium
user_2474,success,"pop, acoustic, indie",artist_w,calm,fast,medium,low,0.76,0.29,medium,high,medium
user_2475,success,rnb,artist_l,bright,slow,medium,high,0.5,0.24,high,high,medium
user_2476,success,,,,fast,high,high,0.55,0.41,low,medium,high
user_2477,success,,,"bright, energetic",slow,medium,low,0.35,0.08,high,low,medium
user_2478,success,"indie, dance",artist_g,"night, soft, energetic",fast,high,medium,0.39,0.9,medium,high,high
user_2479,success,"rnb, dance, ballad, indie",,"calm, bright",medium,low,low,0.21,0.77,low,low,low
user_2480,success,pop,"artist_f, artist_t, artist_m","soft, energetic",slow,high,high,0.94,0.51,low,medium,high
user_2481,success,"indie, dance, pop","artist_m, artist_x","energetic, night, calm",slow,medium,medium,0.8,0.45,low,high,low
user_2482,success,,"artist_k, artist_y, artist_g",,slow,high,medium,0.05,0.25,low,medium,high
user_2483,success,,,calm,fast,low,low,0.21,0.32,medium,low,high
user_2484,success,"ballad, dance, acoustic",,"bright, energetic, soft",fast,low,medium,0.2,0.19,low,low,medium
user_2485,success,rnb,,"soft, night, calm",slow,high,medium,0.07,0.4,medium,medium,low
user_2486,success,"acoustic, dance, pop, ballad","artist_p, artist_l",,medium,low,high,0.11,0.16,medium,medium,low
user_2487,success,"rnb, pop",,"soft, night, energetic",fast,high,high,0.06,0.19,high,medium,low
user_2488,success,"acoustic, dance",artist_g,bright,fast,high,medium,0.61,0.84,low,low,high
user_2489,success,"acoustic, dance, pop","artist_i, artist_e, artist_p","soft, calm, energetic",slow,high,medium,0.33,0.07,medium,medium,low
user_2490,success,"ballad, rnb, acoustic, pop","artist_d, artist_t","energetic, soft",fast,high,high,0.69,0.52,low,high,low
user_2491,success,dance,"artist_z, artist_u",energetic,slow,high,medium,0.86,0.54,low,high,high
user_2492,success,ballad,,soft,medium,high,medium,0.66,0.89,medium,low,low
user_2493,success,"dance, indie, rnb, ballad",,"soft, energetic, bright",fast,low,low,0.53,0.1,high,low,high
user_2494,success,"dance, pop, ballad",artist_t,"soft, night",medium,low,high,0.46,0.04,medium,medium,medium
user_2495,success,dance,artist_t,,slow,low,medium,0.53,0.79,medium,medium,high
user_2496,success,"dance, acoustic","artist_u, artist_o, artist_a","night, calm",medium,medium,medium,0.22,0.73,medium,medium,low
user_2497,success,rnb,,"calm, energetic, bright",slow,high,high,0.1,0.76,high,high,high
user_2498,success,"ballad, pop, acoustic, rnb","artist_v, artist_p","calm, night, bright",fast,high,medium,0.74,0.91,high,high,high
user_2499,success,"acoustic, ballad, dance","artist_y, artist_m","night, calm",medium,low,low,0.5,0.41,low,high,low
user_2500,success,"pop, acoustic, rnb",,,slow,low,high,0.92,0.78,medium,low,low
user_2501,success,"dance, pop",,bright,slow,medium,medium,0.74,0.21,high,low,medium
user_2502,success,"dance, rnb, indie","artist_f, artist_g, artist_d",,medium,low,medium,0.82,0.72,low,medium,high
user_2503,success,"pop, ballad","artist_e, artist_j, artist_y",bright,medium,medium,medium,0.41,0.71,low,high,high
user_2504,success,"pop, indie, dance, ballad","artist_n, artist_m, artist_b",,medium,high,low,0.11,0,low,medium,high
user_2505,success,,artist_s,,medium,medium,medium,0.39,0.72,medium,high,low
user_2506,success,"rnb, dance, ballad, acoustic","artist_e, artist_b",bright,slow,low,high,0.44,0.15,low,low,low
user_2507,success,"acoustic, indie, dance, pop","artist_n, artist_g",,medium,high,low,0.22,0.94,high,low,high
user_2508,success,"dance, acoustic, ballad",artist_i,"calm, night",fast,low,medium,0.25,0.62,high,high,high
user_2509,success,"dance, rnb",artist_l,"soft, bright, energetic",slow,low,high,0.7,0.78,high,high,medium
user_2510,success,"indie, dance, rnb",artist_n,"calm, energetic",medium,medium,low,0.71,0.47,medium,medium,high
user_2511,success,"acoustic, rnb","artist_c, artist_s, artist_q",night,slow,high,low,0.28,0.54,medium,medium,medium
user_2512,success,"pop, rnb","artist_y, artist_m","calm, energetic",fast,medium,high,0.39,0.14,low,medium,medium
user_2513,success,"indie, pop, dance",,"energetic, calm, night",medium,high,medium,0.75,0.37,medium,medium,medium
user_2514,success,,artist_m,soft,medium,high,medium,0.91,0.92,medium,low,high
user_2515,success,,artist_w,soft,slow,low,medium,0.05,0.42,low,high,high
user_2516,success,"rnb, indie, pop, dance",artist_y,"night, bright",medium,medium,low,0.57,0.71,high,medium,high
user_2517,success,,"artist_a, artist_p, artist_f",soft,slow,medium,medium,0.08,0.66,medium,medium,low
user_2518,success,"pop, rnb","artist_w, artist_k, artist_t",soft,fast,low,medium,0.53,0.89,high,medium,high
user_2519,success,"ballad, rnb, pop, indie","artist_m, artist_j, artist_g",,slow,low,low,0.18,0.77,low,high,medium
user_2520,success,"pop, indie, dance",,"night, soft",medium,medium,high,0.88,0.26,low,low,medium
user_2521,success,"indie, dance",artist_u,"soft, energetic",fast,high,high,0.72,0.62,high,low,medium
user_2522,success,dance,"artist_m, artist_p","calm, bright",fast,high,low,0.36,0.06,low,high,low
user_2523,success,"indie, ballad",,"night, soft, energetic",slow,high,low,0.51,0.1,high,high,medium
user_2524,success,,"artist_z, artist_e","calm, bright",medium,low,low,0.37,0.68,high,medium,high
user_2525,success,,"artist_b, artist_o",night,slow,low,low,0.22,0.71,low,medium,high
user_2526,success,ballad,"artist_w, artist_c, artist_l","bright, energetic, night",fast,medium,medium,0.03,0.72,medium,high,high
user_2527,success,"pop, acoustic, indie, ballad",,bright,fast,medium,low,0.28,0.3,medium,low,low
user_2528,success,ballad,artist_r,"soft, night",fast,medium,medium,0.48,0.22,low,high,high
user_2529,success,"ballad, indie",,bright,fast,high,high,0.51,0.7,medium,high,low
user_2530,success,"indie, ballad",artist_b,,fast,high,high,0.55,0.58,high,high,low
user_2531,success,"dance, acoustic","artist_u, artist_p",energetic,fast,low,high,0.21,0.22,high,low,medium
user_2532,success,,"artist_n, artist_e",soft,medium,low,high,0.18,0.31,low,low,medium
user_2533,success,"indie, pop, acoustic",,"bright, calm",slow,medium,medium,0.93,0.35,low,medium,high
user_2534,success,"acoustic, pop, rnb",artist_m,"bright, energetic, calm",slow,high,high,0.32,0.86,medium,medium,medium
user_2535,success,"pop, indie, acoustic, dance",,,slow,medium,medium,0.59,0.38,medium,high,medium
user_2536,success,dance,artist_k,"soft, night",medium,high,medium,0.8,0.7,low,low,high
user_2537,success,"rnb, dance, indie, acoustic",artist_c,"night, calm, soft",medium,high,high,0.9,0.41,medium,high,medium
user_2538,success,"rnb, acoustic, ballad","artist_o, artist_t","energetic, soft",fast,medium,medium,0.72,0.54,high,low,high
user_2539,success,"dance, rnb","artist_u, artist_m, artist_e","bright, night, energetic",fast,low,low,0.94,0.7,high,high,low
user_2540,success,"acoustic, indie, pop, dance","artist_a, artist_i",,fast,low,medium,0.29,0.15,medium,low,low
user_2541,success,rnb,"artist_h, artist_k",night,medium,medium,medium,0.19,0.24,medium,high,high
user_2542,success,"acoustic, ballad, dance, pop",,"soft, bright, night",medium,medium,high,0.64,0.08,low,high,medium
user_2543,success,,"artist_t, artist_x, artist_r","calm, energetic, bright",medium,low,high,0.37,0.94,low,medium,medium
user_2544,success,"pop, rnb",,"bright, energetic, soft",medium,low,low,0.67,0.28,high,medium,medium
user_2545,success,"ballad, dance, acoustic","artist_b, artist_t, artist_d","calm, bright, soft",fast,medium,medium,0.35,0.31,low,low,high
user_2546,success,,"artist_z, artist_k","night, calm, bright",fast,low,medium,0.04,0.58,low,medium,high
user_2547,success,"indie, dance, ballad","artist_l, artist_z","bright, energetic",slow,low,high,0.31,0.7,high,high,low
user_2548,success,"rnb, ballad",,soft,medium,low,low,0.19,0.83,low,high,medium
user_2549,success,"indie, dance, acoustic, rnb",artist_a,"calm, energetic",medium,high,low,0.05,0.36,medium,medium,low
user_2550,success,dance,,,fast,medium,medium,0.86,0.96,medium,low,high
user_2551,success,"indie, rnb",,"energetic, soft",slow,low,low,0.09,0.48,low,medium,low
user_2552,success,"ballad, rnb",artist_z,,medium,high,medium,0.74,0.12,low,low,low
user_2553,success,,,energetic,slow,high,high,0.76,0.28,high,medium,high
user_2554,success,"dance, pop",artist_u,"calm, bright, night",slow,low,high,0.64,0.47,low,low,medium
user_2555,success,,artist_d,,fast,high,high,0.89,0.15,low,medium,medium
user_2556,success,"indie, rnb, ballad","artist_p, artist_t","bright, soft",medium,high,high,0.48,0.19,medium,low,high
user_2557,success,"indie, rnb, pop, acoustic",,,medium,low,low,0.85,0.79,low,high,high
user_2558,success,"acoustic, rnb","artist_p, artist_q, artist_y",calm,medium,high,high,0.79,0,low,high,low
user_2559,success,"rnb, dance, acoustic","artist_i, artist_s, artist_a","soft, calm",fast,high,medium,0.01,0.67,low,high,high
user_2560,success,,,"bright, energetic, soft",medium,medium,medium,0.16,0.61,medium,medium,low
user_2561,success,"ballad, indie, rnb, acoustic",artist_h,"night, bright, calm",medium,medium,high,0.19,0.6,low,low,high
user_2562,success,"ballad, acoustic","artist_y, artist_h, artist_j","night, calm, bright",fast,low,low,0.46,0.39,medium,medium,low
user_2563,success,acoustic,artist_h,energetic,slow,low,medium,0.2,0.63,high,high,medium
user_2564,success,"dance, ballad, rnb","artist_w, artist_s, artist_m",,fast,low,high,0.14,0.06,medium,high,high
user_2565,success,,"artist_i, artist_j","bright, energetic, night",slow,medium,high,0.6,0.25,medium,high,low
user_2566,success,"acoustic, pop","artist_b, artist_l","bright, soft",medium,low,medium,0.23,0.83,medium,high,medium
user_2567,success,"rnb, pop",artist_m,night,medium,medium,medium,0.34,0.58,high,low,low
user_2568,success,,"artist_p, artist_z, artist_j","calm, soft",fast,low,medium,0.89,0.78,medium,low,high
user_2569,success,,"artist_i, artist_t, artist_k","energetic, night",medium,high,high,0.38,0.11,medium,medium,high
user_2570,success,dance,,energetic,fast,low,medium,0.31,0.63,low,high,high
user_2571,success,"ballad, dance, indie, rnb",artist_k,"bright, soft",slow,low,high,0.49,0.93,low,low,high
user_2572,success,"dance, indie, pop, acoustic","artist_r, artist_k, artist_l",,slow,medium,low,0.7,0.63,medium,low,medium
user_2573,success,"indie, pop, ballad, rnb","artist_l, artist_n",,medium,high,medium,0.51,0.77,high,high,medium
user_2574,success,"ballad, dance, indie, pop","artist_m, artist_q",,fast,medium,medium,0.12,0.16,low,medium,medium
user_2575,success,"ballad, indie, dance","artist_r, artist_n, artist_s",calm,slow,low,low,0.57,0.12,high,medium,medium
user_2576,success,"pop, rnb",artist_p,"bright, calm, night",slow,high,high,0.04,0.08,low,high,high
user_2577,success,"dance, indie",,"soft, night, bright",fast,low,low,0.28,0.54,medium,low,high
user_2578,success,acoustic,,"soft, night",slow,low,low,0.31,0.58,medium,low,high
user_2579,success,"ballad, rnb, indie, pop",,"soft, night, bright",slow,high,high,0.95,0.2,high,high,high
user_2580,success,dance,"artist_w, artist_q, artist_l",,fast,medium,high,0.57,0.74,low,high,high
user_2581,success,"rnb, acoustic, ballad","artist_a, artist_p, artist_h",energetic,medium,medium,low,0.49,0.53,low,high,medium
user_2582,success,"rnb, ballad, pop, acoustic","artist_e, artist_c",,medium,medium,high,0.69,0.97,low,medium,high
user_2583,success,,,"energetic, night",medium,low,high,0.88,0.33,medium,medium,low
user_2584,success,"ballad, pop",artist_v,"calm, bright",slow,low,high,0.82,0.2,high,high,medium
